patent_id,year,sent,keyword,sent_id
11205094,2021,"the platform onto which items are placed may include an electrochromic material, and this material may be coupled to one or more controllers that set the transparency of the material.",transparency ,30551
10387838,2019,"with many social networking services, members are prompted to provide a variety of personal information, which may be displayed in a member's personal web page.",personal information,18509
20210210170,2021,"in the united kingdom (uk), chronic diseases are responsible for 85% of all human deaths, and the 30% of the uk population that has one or more chronic conditions consumes over 70% of the national health service (nhs) budget allocated for the uk.",chronic diseases,68736
11144861,2021,"in particular, the present invention relates to a system and method for evaluating individuals in areas including knowledge, training, and compensation, and then modeling compensation levels based on existing evaluation criteria and/or predicted future evaluation criteria, enabling individual employees to adapt their desired career path.",evaluation criteria,29346
20140114886,2014,memoirs from heaven checks with the social security death index (sddi) periodically to determine when to start delivering a person's pre-written letters to pre-determined recipients at pre-determined times based on the scheduled information the user provides when they sign up.,social security,48006
9594904,2017,field  embodiments of the disclosure relate to the field of cyber security.,cyber security,13125
10078733,2018,"as a result, interventions that help with prevention or self-management of chronic diseases play a central role in reducing health-care costs as well as mortality and morbidity rates.",chronic diseases,15254
20170018198,2017,"developmental health problems often last for life, causing not only tremendous economic burdens to family, but also challenges that threaten the overall quality of the person's life.",mental health,53349
20060241943,2006,"thus, the present invention will certainly cause the rapid and widespread applications of the best health-care system for improving the american health-care with all the human and socioeconomic benefits for all americans and the world as provide by the earlier pending patent applications of these physician applicant and his co-applicants.",economic benefit,39312
9188109,2015,"in one embodiment of the present invention, a renewable energy resource management system comprises a distributed computing infrastructure configured to integrate a plurality of modules over one or more interconnected computing networks to efficiently manage a delivery of power generated by a multi-resource offshore renewable energy installation having a plurality of renewable energy resource components and capable of generating power from multiple renewable energy resources to an intelligent power distribution network composed of a plurality of microgrids each capable of being separately decoupled from the intelligent power distribution network for distribution of power thereto, the plurality of modules at least including a power generation module, a power distribution module, a power settlement module, and a power settlement module.",renewable,11260
9836849,2017,"blood vessels have a number of branches and it is difficult to predict where these branches will occur, the number of branches and the average orientation of these branches that a particular part (e.g., the heart, the eyeball, and the like) of a particular living being will have.",living being,14558
20160055553,2016,"the system further comprises an exchange engine for facilitating trading in a marketplace of services, equity shares, currencies, and other items of value.",equity ,50646
20210200813,2021,"field  the disclosure relates to the field of artificial intelligence technologies in computer technologies, and more particularly, to a human-machine interaction method, an electronic device, and a storage medium.",human-machine interaction,68588
20050289503,2005,"to most businesses, software development is a “black box” with very little visibility into the real-time status and progress of the project.",black box,38652
20170372046,2017,the disclosed security features automatically prevent personal and/or private information from unwanted viewing and access from unauthenticated users.,private information,53415
11425215,2022,"in addition, the server may route the request to a call center computing system for the request requires human interactions.",human interactions,35745
20200372990,2020,at least a portion of the input data is generated by a mental health provider associated with the patient.,mental health,63462
20190104999,2019,"in a first aspect of the present invention a system and a corresponding method for skin detection of a human subject are presented, said system comprising:  a detection unit for detecting near-infrared light, nir, light from a scene including at least part of the human subject,  a classifier for classifying one or more regions of interest of said scene as skin region of a living being or as non-skin region based on the strength and/or the color of the light detected from the respective region of interest, and  a textile product supporting and/or partially covering the human subject, said textile product being made from or comprising textile including near-infrared, nir, absorbing pigments.",living being,55778
20140012593,2014,"the user data may contain user's information including at least one of sex, age, occupation, residence, workplace, current illnesses, chronic diseases, smoking habit and drinking habit.",chronic diseases,48640
10282553,2019,the new artificial profile may include the modified one or more data privacy elements.,data privacy,17605
7127398,2006,"according to the invention recited in the ninth aspect, the privacy protecting function section transmits the event data acquired by the utterance of the user to the other interactive system if the privacy protection command is not inputted from the input section, and does not transmit the event data acquired by the utterance of the user to the other interactive system if the privacy protection command not inputted from the input section.",privacy protect,1125
20200151577,2020,"instead, the intelligent endpoint systems and related methods can provide “governance intelligence”, which may refer to master databases (either distributed or centralized) comprising for example, business or technical policies, guidelines, rules, metrics, and actions.",governance ,63686
11327931,2022,"known chronic diseases include, among others, depression, compulsive obsession disorder, alcoholism, asthma, autoimmune diseases (e.g., ulcerative colitis, lupus erythematosus), osteoporosis, cancer, and diabetes mellitus.",chronic diseases,33161
20080296380,2008,"in a barcode scenario, the innovation employs the notion of establishing a strategy to encode information using a printed symbology (e.g., barcode) that can be scanned by a wide array of devices (e.g., mobile phone, personal data assistant).",personal data,41615
10426364,2019,it is considered as a fundamental tool of clinical practice.,clinical practice,18852
20180268935,2018,"care providers need to consider the privacy and independence of the care receiver, which includes data privacy and data security, when scoping the effort.",data privacy,54493
9037478,2015,"a system includes, but is not limited to a receiving information electrical circuitry arrangement for electronically receiving operation information including living being identification associated with a particular individual living being, preparation directions designated to be associated with the particular individual living being for electronically directing at least partial preparation of a succession of instances of an ingestible product designated to be ingested by the particular individual living being according at least in part to an allocation plan specifying a quantity for each instance of the succession of at least one substance to be included in preparation of each instance of the ingestible product in the succession, and electronically receiving feedback information regarding ingestion of at least one instance of the ingestible product of the succession by the particular individual living being to generate an updated allocation plan; and a controlling preparation electrical circuitry arrangement for electronically using the electronically received operation information with the updated allocation plan to electronically direct control of the at least partial preparation of at least one of the instances of the ingestible product of the succession designated to be ingested by the particular individual living being, the at least one of the instances of the ingestible product containing the quantity of the at least one substance according to the updated allocation plan.",living being,10603
9336374,2016,"however, although the use of a smart phone may greatly improve convenience for a user in life, as an increasing quantity of data is stored in a smart phone or a remote service, corresponding data privacy needs to be ensured urgently.",data privacy,11868
8676726,2014,recent advances in fraud detection models involve online/real time/adaptive learning models that are capable of updating their parameters over time when changing distributions of fraud and non-fraud data are encountered in production.,adaptive learning,8918
9171369,2015,"to this end, a variety of approaches to measuring response rate have been developed, beginning with the original reports by moertel on physical examination in 1976 and continuing to the subsequent world health organization (who) criteria (1979), response evaluation criteria in solid tumors (recist) (2000), and recist 1.",evaluation criteria,11148
20130035601,2013,"in accordance with another aspect of the present invention to accomplish the above object, there is provided a method of generating a digital health screening form, including collecting sensor information including biometric information, motion information or location information of an examinee using a plurality of sensors, determining results of preset health screening items depending on the biometric information, and then generating physical condition information including the results of the preset health screening items, generating information about presence or absence of dyssomnia or information about physical activities, which indicates living habits of the examinee, from the sensor information, and then generating lifelog information which includes the information about the presence or absence of dyssomnia or the information about the physical activities, detecting medical history information of the examinee in a medical history information provision server, and generating a digital health screening form containing the physical condition information, the lifelog information, and the medical history information.",digital health,46902
11348068,2022,"accordingly, the usage of the inventory management system may have numerous positive impacts on the environment.",positive impact,33655
7075000,2006,"hereinafter, the term “computational device” includes, but is not limited to, personal computers (pc) having an operating system such as dos, windows™, os/2™ or linux; macintosh™ computers; computers having java™-os as the operating system; graphical workstations such as the computers of sun microsystems™ and silicon graphics™, and other computers having some version of the unix operating system such as aix™ or solaris™ of sun microsystems™; or any other known and available operating system, or any device, including but not limited to: laptops, hand-held computers, pda (personal data assistant) devices, cellular telephones, any type of wap (wireless application protocol) enabled device, wearable computers of any sort, which can be connected to a network as previously defined and which has an operating system.",personal data,925
20120276073,2012,similar positive effects on recovery after femoral nerve lesion in mice as with histone hl were observed for psa using psa mimicking peptides (mehanna et al.,moral ,46068
10289669,2019,the at least one processor identifies a list of applications to provide personal data based on the plurality of input fields and a user-defined security constraint.,personal data,17685
20210279595,2021,some embodiments may enable sharing computation across multiple inference platforms to eliminate redundant computation and achieve faster inference with privacy protection.,privacy protect,70158
11295131,2022,“this paper develops a new fire risk prediction method based on mining the association rules in the time domain.,risk prediction,32391
8858457,2014,such an approach is not flexible enough to identify capnograms that considerably differ therefrom and are hence unusable without human interaction.,human interaction,9895
20170285585,2017,background  autonomous control is an increasingly applied technology to control the operation of machines with little or no human interaction or direction.,human interaction,53107
20200286606,2020,"recently, theory of planned behavior model, trans-theoretical model of behavior change, health belief model, and imb (information motivation and behavior skill) model have been applied to specific intervention of chronic diseases, and have shown clinical efficacy.",chronic diseases,62213
9852158,2017,"moreover, the processor may adapt the detection threshold based on: the feedback from the set of individuals and/or an economic value associated with the feature.",economic value,14626
10779725,2020,"such method has been commonly applied in clinical practices, but obviously it depends on the observer's—the ophthalmologist's—judgement.",clinical practice,22096
20210012896,2021,one of the main causes of the gap between study results and actual clinical practice is due to the text format of clinical practice guidelines.,clinical practice,64739
20210099431,2021,"further, legitimate computer users within an organization such as a corporation may on occasion attempt to perform unauthorized network communications, such as running file sharing programs, copying corporate secrets, or misusing personal information of users or customers.",personal information,66493
20200184487,2020,"the system therefore addresses an inherent limitation using static transaction processing techniques to evaluate anomalous in changing transaction activity, which is often unachievable using analogous manual evaluation techniques using static transaction evaluation criteria.",evaluation criteria,62869
20190065665,2019,"traditional medical signs such as pulse and blood pressure have a long history of use in clinical practice and today's biomarkers such as tumor markers for cancer are merely an objective, quantifiable medical sign that modern laboratory science allows us to measure reproducibly.",clinical practice,57219
20190252050,2019,it is likely that many of these newly discovered genes and gene sequences will have an impact on human health and disease and that new genetic tests will be developed based on these discoveries.,human health,57810
10019518,2018,"there is personal and professional information, public and private information, entertainment and scientific information, governmental information, and so forth.",private information,14829
20100217730,2010,"the profile could be personal information such as age, education and hobbies, or answers to some given questions, or votes (ratings) on certain items, or web browsing history, or online purchasing record, and so on.",personal information,43665
11360449,2022,"due to the complex dynamics described above, renewable energy projects that rely on the ppa/vppa too often require re-negotiation, incur expensive project delays, and are even sometimes abandoned with financial penalties and damages.",renewable,33943
11308350,2022,"object tracking may be used for various applications in internet protocol (ip) cameras, internet of things (iot), autonomous driving, and/or service robots.",service robots,32716
10824758,2020,"in a third aspect, a non-transitory computer readable medium includes instruction code for managing personal data stored by an enterprise.",personal data,22750
8977672,2015,synchronization is particularly important when a data volume residing in one location in a system is to be replicated and maintained on another part of the system for data security purposes.,data security,10387
20200311300,2020,"the method where the identifying is performed using differential privacy for sharing information within the data assets by describing patterns of groups within the data assets while withholding private information about individuals in the data assets, where the curating includes selecting the data storage structure from multiple data storage structures and provisioning the data storage structure within the infrastructure of the data host, and where the selection of the data storage structure is based on a type of the algorithm, a type of data within the data assets, system requirements of the data processing system, or a combination thereof.",private information,62298
20190384489,2019,field of the invention  the invention relates to multiple sensory systems and multi-sense user interfaces (uis) for human-machine interactions.,human-machine interaction,57171
9357911,2016,"the incorporation of a rule-based/deterministic model into the analyses has advantages compared to other stochastic methods (e.g. to rely on machine learning algorithms only), due to the limited amount of available test data and also due to the transparency of rule-based/deterministic models.",transparency ,11958
10806393,2020,"thus a user may have to either risk compromising private information to the clinician or others, or not obtaining therapy or treatment for aphasia.",private information,22525
20110068575,2011,the trend indicates that eventually there will be a synergy of conventional technologies with proven high technologies to improve renewable energy output.,renewable,45117
10976170,2021,"even once charging infrastructure is as fast and as prevalent as current petrol stations, effective route finding will still play a role in improving the energy efficiency of the entire vehicle fleet.",energy efficiency,26230
11429525,2022,"to reduce the negative impacts resulting from the “noisy neighbor” phenomenon, some process schedulers implement heuristics that (re)assign cache memory and/or execution threads in an attempt to avoid cache interference scenarios.",negative impact,35820
10817789,2020,"many renewable intermittent energy sources, such as solar and wind power, pose unique challenges because peak power generation often does not correspond (in time) with peak demand.",renewable,22668
20200033904,2020,"summary  according to the present disclosure, there is provided a method for managing energy in an enterprise, method comprisingaccepting, via cognitive platform for energy management, at least one input parameter related to energy consumption information of equipment and one energy key performance indicator related to the equipment, the parameters coming from a networkcomparing, via a cognitive decision maker, the energy consumption information against energy key performance indicator and a historical statistics database comprising of historical information related to energy consumption of the equipment and the energy key performance indicatordetermining, via cognitive decision maker, a plan that results in at least one change to the equipment settings to change energy consumption of the equipmentproviding the determined change via a networkupdating the historical statistics database with the determined change in equipment settings  the disclosure also provides for a system for managing energy in an enterprise, system comprising ofaccepting, via cognitive platform for energy management, at least one input parameter related to energy consumption information of equipment and one energy key performance indicator related to the equipment, the parameters coming from a networkcomparing, via a cognitive decision maker, the energy consumption information against energy key performance indicator and a historical statistics database comprising of historical information related to energy consumption of the equipment and the energy key performance indicatordetermining, via cognitive decision maker, a plan that results in at least one change to the equipment settings to change energy consumption of the equipmentproviding the determined change via a networkupdating the historical statistics database with the determined change in equipment settings  the disclosure also provides for a device for managing energy consumption of equipment, device comprising of:a sensor that can sense at least one input parameter related to energy consumption of the equipmentan adaptor that has a rule set related to energy consumptiona processor that determines at least one change to the equipment settings based on the rule setan actuator that can provide at least one change or new settings to the equipment or equipment controller  the disclosure also provides for logic encoded in non-transitory media for execution and when executed by a processor operable to:receive sensory input related to energy consumption of an energy consuming equipment via networkprocess the received input using a cognition based analysis module comparing the received input with historical statistics to identify steps to improve energy efficiencycommunicate at least one of new settings, changed parameters, or instructions to the energy consuming equipment via networkupdate the historical statistics with at least one of new settings, changed parameters or instructions related to the energy consuming equipment.",energy efficiency,63187
10580131,2020,"the technical problem may relate to segmenting one or more predefined features in a 2d slice of a 3d anatomical image, where the predefined feature(s) extend along two or more 2d slices of the 3d anatomical image, for example, an indication of bronchiectasis computed based on a relationship between diameters of bronchi and nearby arteries, ground glass opacity in tissue, and calcification in blood vessels (e.g., coronary arteries).",opacity ,24251
20090157513,2009,"in particular, a user may have several address books, spread across various software applications/services (e.g., outlook, hotmail, yahoo) and devices, such as their cell-phone or personal data assistant (pda) of which varies entries at any time are not up-to-date and/or incorrect.",personal data,42665
20210352207,2021,"there is further provided a method for controlling an image capturing device, in particular controlling a data rate of an image capturing device, said method comprising:receiving a live video stream from said image capturing device at a first data rate, said live video stream comprising a time slice with at least one frame comprising a living being having a pose;providing said time slice to a computer vision system for categorizing living beings that appear in said live video stream, resulting in a category;based upon said category controls said image capturing device to set said live video stream from said first data rate to a second data rate, different from said first data rate.",living being,72151
11182667,2021,"in addition, improved human interaction can be achieved by the introduction of more accurate and faster completion of such tasks.",human interaction,30129
20090270070,2009,"additionally, analysis of individual usage of the various services from the various providers is an arduous task, and management of the use of the services to meet administrative or budgetary guidelines is often difficult to accomplish without extensive human involvement in the parsing and evaluation of invoices and orders with multiple service providers.",human involvement,43107
8359284,2013,"as a result, there is a need for risk prediction that is related to those relationships.",risk prediction,7157
20200272761,2020,"rather, the data of the aforementioned kind itself usually includes personal information.",personal information,64338
10360404,2019,"a method embodiment includes intercepting a text from a text author, learning text author writing characteristics, where the text author writing characteristics includes frequently written terms, grammar patterns, grammar errors, and writing tone, identifying a portion of the text where the portion of the text identifies the text author by personal information where the personal information includes the text author writing characteristics, social status, geographical location, and specific organization, and replacing the portion of the text based on the portion of the text identifying the text author.",personal information,18273
11176467,2021,data may be inspected during a write operation or a read operation and selected data from the data may be filtered according to one or more data security policies or rules prior to sending the plurality of data to or receiving the plurality of data from a shared computing file system.,data security,29990
8204832,2012,"the medical image diagnostic apparatus has:  imaging means for performing imaging of an object to be examined; anddisplay means for displaying the image of the object,characterized in further comprising:personal information input means for inputting personal information on the object;storage means for storing the personal information inputted by the personal information input means and an image of the object imaged by the imaging means; andconversion processing means connected to a communication network, for converting the personal information of the object stored in the storage means into a concealed mark in response to the request to send image data received via the communication network, and transmitting the image of the object to the communication network along with the converted concealed mark.",personal information,6339
11170245,2021,"a fixed-size box can include other musculoskeletal material, such as muscle or adipose tissue, in patients with small femur bones, while covering only part of the femoral neck for patients with big femur bones.",moral ,29864
20200327977,2020,"this timeline is largely dependent on making a vaccine widely available, but other factors will impact this timeline, such as compliance to public health directives, general fatigue, and social circumstances, i.e., large public gatherings for observing religious rituals, protesting, relying on mass transit, etc.",public health,59499
10862906,2020,there remains a need for a more efficient system enabling cyber security analysts to be more efficient and capable of responding to threats requiring human interaction while being free from the distractions of tasks which are capable of being performed solely by a computer system.,human interaction,23229
9525696,2016,there are regulatory needs for confidential and financial data protection that must be balanced against client (customer) needs for timely access to information about products and services (including financial transactions).,data protection,12804
10166675,2019,"in another variant, the movement in the first dof of the first controllable element and the movement in the second dof of the second controllable element cooperate to effectuate conduction of the one or more assigned tasks by the robotic body; the adaptive learning process comprises a haptic learning process characterized by at least a teaching input provided by a trainer; and the teaching input is configured based on an adjustment of the first trajectory via a physical contact of the trainer with the robotic body.",adaptive learning,16725
11055857,2021,"when operating in an autonomous mode, a vehicle can navigate to various locations using onboard sensors and high definition maps, allowing the vehicle to travel with minimal human interaction or in some cases without any passengers.",human interaction,27750
20200265922,2020,"commercially-available clinical-grade gene panel tests, based on dna sequencing are widely used in clinical practice.",clinical practice,62763
10459962,2019,this can be done to avoid the computational cost or other negative effects of generating word and/or paragraph vectors from certain fields of incident reports.,negative effects,19213
20200151923,2020,"[basbagill 2014] propose a multi-objective feedback approach for determining life-cycle environmental impact and cost performance of buildings at the conceptual design stage, exploring the concept of multidisciplinary design optimization.",environmental impact,63712
20200293611,2020,"hence, the conventional methods need human involvement at some stage or the other, and does not have any inbuilt intelligence.",human involvement,62425
10450781,2019,"however, in the case in which the physical feature information of the user is shared with another apparatus for the purpose of user authentication or is leaked to the outside, there was a risk of leakage of personal information.",personal information,19105
20200185059,2020,"6 million new cases each year in the united states as of 2017, cancer represents a prominent worldwide public health problem.",public health,62871
20210216745,2021,description of the related art  the ability to automatically detect certain types of cells in pathology images and to localize them is of significant interest to a wide range of pharma research and clinical practices.,clinical practice,68890
6990440,2006,"a computer software program comprised of computer code for a personal information manager, said program including subroutines for entering, viewing and editing of user data with the spreadsheet interface, for retrieving user data with automatic cross-referencing of data, and for enabling the system to perform self-learning based on statistical access information.",personal information,565
20180229683,2018,"although airbags are now required in every automobile sold in the united states, hetrick's 1951 patent filing serves as an example of a “valuable” invention with little economic value to its inventor because its first commercial use did not occur until after the patent expired when in 1971, it was installed as an experiment in a few ford cars.",economic value,53721
10956916,2021,"because machine learning is employed, much of the human involvement which was required in prior art systems can be eliminated or reduced.",human involvement,25969
11204591,2021,"in an exemplary embodiment, the computer implemented method, the system, and the computer program product include (1) receiving, by a computer system, location data of a plurality of renewable energy source stations in a geographic region, power output time series data of each of the plurality of renewable energy source stations, weather time series data of weather parameters corresponding to the plurality of renewable energy source stations, and aggregate power output time series data for the geographic region, (2) clustering, by the computer system, the plurality of renewable energy source stations according to a clustering metric, resulting in clusters of renewable energy source stations, (3) for each of the clusters, designating, by the computer system, a renewable energy source station among the plurality of renewable energy source stations to be a representative renewable energy source station of the each of the clusters based on at least an aggregate power value among the aggregate power output time series data, (4) for the each of the clusters, determining, by the computer system, a set of features corresponding to the representative renewable energy source station of the each of the clusters, resulting in a determined set of features of the each of the clusters, (5) for the each of the clusters, executing, by the computer system, a set of logical operations normalizing the aggregate power value to the representative renewable energy source station of the each of the clusters with respect to a maximum of aggregate power values in the aggregate power output time series data (i.e., aggregate power value time series of the cluster), resulting in a normalized aggregate output power value of the representative renewable energy source station of the each of the clusters, (6) for the each of the clusters, executing, by the computer system, a set of logical operations learning a regression model of the each of the clusters based on the determined set of features of the each of the clusters and the normalized aggregate output power value of the representative renewable energy source station of the each of the clusters, resulting in learned regression models of the clusters of renewable energy source stations, (7) for the each of the clusters, executing, by the computer system, a set of logical operations de-normalizing a normalized aggregate output power model of the each of the clusters, among the learned regression models, with respect to a maximum possible power value, resulting in a de-normalized aggregate output power model of the each of the clusters, (8) executing, by the computer system, a set of logical operations combining the learned regression models of the clusters of renewable energy source stations with respect to the de-normalized aggregate output power model of the each of the clusters, resulting in a combined model for aggregate power of the plurality of renewable energy source stations, and (9) executing, by the computer system, a set of logical operations applying the combined model to the location data, the power output time series data, the weather time series data, and power output of representative renewable energy source stations for a particular day, among the power output time series data, resulting in a total aggregate power value of the plurality of renewable energy source stations for the particular day.",renewable,30538
11439343,2022,fast development of sleep medicine is looking to address growing challenges to the public health stemming from sleep disorders.,public health,36246
20200286196,2020,the challenges entrepreneurs face in raising equity boil down to the same root cause as debt—failing to understand the needs of investors.,equity ,62198
20190115110,2019,"regarding poorly integrated healthcare systems, the healthcare systems in these countries are poorly integrated, making healthcare service acquisition a hectic, time consuming, and frustrating affair.",healthcare systems,58526
10992462,2021,"these days, data on individuals has been used actively and widely, such as personal data and medical data.",personal data,26565
20210157868,2021,"thus, the trained model enables usage of the personal user data without disclosing the personal user data (or transferring the data from one computing device to another, which would have a negative impact on the information security of the user data).",negative impact,67578
20110184831,2011,"the present invention also provides an item recommendation system including a recommendation engine configured to:receive item data representing item features of at least one item from a categorised items database;receive personal data representing personal features in a personal style profile of at least one person from a user;access rules data representing at least one link between the item features and the personal features, corresponding to the item in an expert rules database;receive inventory data representing available items in a retailer inventory of a retailer to the person; andgenerate recommendation data representing an item recommendation of the item, selected based on the available items, the item features, the personal features and the link between them.",personal data,45598
20210209312,2021,", most users have needs for human-machine interaction behaviors with the smart devices, for example, an emotional communication, a daily dialogue, and a topic chat.",human-machine interaction,68685
10733910,2020,"heart failure, a common form of cardiovascular disease with significant mortality and morbidity rates, is a major threat to public health.",public health,21619
20110271173,2011,"brief description  in accordance with one aspect of the exemplary embodiment, a method for filling a form includes receiving a user's personal data configured for use in filling in forms, receiving an image of an original form to be filled in using the user's personal data.",personal data,45037
20170134418,2017,system and method for a uniform measure and assessement of an institution's aggregate cyber security risk and of the institution's cybersecurity confidence index.,cyber security,53379
11003791,2021,"in one embodiment, privacy of the at least one data contributor is maintained by preventing the data miner from accessing personal information about the data contributor in plaintext.",personal information,26718
20160217198,2016,description of the related art  a transition into an information-oriented society may enhance a value of information on a specific organization as well as personal information.,personal information,50724
20060122974,2006,"a shortcoming of these existing social networks is that their formation requires a member to manually provide private information (e.g., lists of email addresses for members, personal profiles of interests, occupation, and location).",private information,39934
8600921,2013,users can be provided with an opportunity to opt in or out of functionality that may collect personal information about them.,personal information,8460
20200143005,2020,"in an embodiment, a computing system that pierces a black box effect of a complex machine learning application (or module) may be comprised of a replicator module, a translator module and a graphical user interface.",black box,61609
7657493,2010,"briefly described, the subject disclosure pertains to personal data mining.",personal data,3509
20210098110,2021,"a root cause may include a contributing factor, and the root cause to the potential mental health condition may be identified by continuously monitoring the data collected from the tracked user data and user inputs.",mental health,66466
10248725,2019,the key word search of the private information source may be implemented via a software widget associated with the web browser or via a specialized web browser adapted to access the private information source.,private information,17311
10025331,2018,"consequently, this known method of control can fail to achieve energy efficiency and/or the best comfort for the occupants of the house.",energy efficiency,14861
11182721,2021,"thus, businesses need a mechanism to research and use historical hhs violation rulings in determining which hipaa data security standards have the most risk of hhs violations in their environment and, in turn, should receive more ongoing attention, rigor and higher prioritization than other potential violations.",data security,30141
20210049473,2021,"efforts to create large centralized collections of image data are hindered by regulatory barriers to patient data sharing and secure storage, costs of image de-identification, and patient privacy concerns.",privacy concern,65415
20150254409,2015,"in consequence, the necessity for centralised data storage with attendant data security risks and so on is eliminated, since the relevant data can be exchanged extremely simply between the patient and the hearing device dispenser.",data security,49289
20200356604,2020,"however, current information gathering systems such as question-and-answer systems rely heavily on the input of other users, and such systems to date have generally failed to incorporate aspects such as artificial intelligence and adaptive learning.",adaptive learning,61703
20110106746,2011,a user may also be informed of the accompanying limitations on the functionality of a service that may result from limiting access to such personal information.,personal information,45279
9652719,2017,"bayesian belief networks (bbns) are graphical models that encode probabilistic dependence among random variables in a computationally tractable way, where the random variables are represented by nodes in a directed acyclic graph, and dependence relations by arcs.",belief networks,13452
20190272913,2019,2—chronic diseases are to be treated with medium potencies as the susceptibility of patients suffering from chronic diseases becomes low with time.,chronic diseases,58188
11127050,2021,"this economic value may be based on preferences configured by the secondary content provider (e.g., a particular type of target user or website might be worth more to the secondary content provider than others).",economic value,29017
20210217516,2021,"many of these chronic diseases have beneficial treatment population effect sizes that are less than 50%, as compared to placebo or current standard of care control groups.",chronic diseases,68853
20210093421,2021,"the orthodontic patient is clustered or grouped through an unsupervised learning based on the good orthodontic data excluding personal information of the patient, and the tooth moving plan for orthodontics through repeated reinforcement learning satisfying the orthodontic limit condition suggested by the grouped data and the orthodontics textbook for respective steps.",personal information,66272
7321883,2008,"according to an embodiment of the invention, an automated method for supporting real-time planning decision making by members of a group includes gathering information in the form of stories from each of a plurality of end user collaboration units regarding resolution of a problem; while sharing the gathered information among the group through end user collaboration units, utilizing the at least one server to create a story matrix combining elements of the stories; continuously accepting and incorporating feedback at the at least one server from each of the end user collaboration units regarding probabilities and/or relative importance of selected elements of the story matrix to construct a decision tree connecting all possible outcomes of the elements according to a modified petri net discrete event formalism which the at least one server displays at the end user collaboration units; providing the end user collaboration units with a best resolution of the problem based upon the decision tree and the probabilities and/or relative importance of the selected elements as determined by the at least one server from the input probabilities and/or relative importance; and providing by the at least one server the end user collaboration units with a sensitivity analysis for each of the selected elements to detect an effect of varying the selected elements on the best resolution.",sensitivity analysis,2088
11164112,2021,"who are likely to take leaves of absence due to mental health disorders at an early stage, it is possible to reduce various economic/social losses occurring in the companies, etc.",mental health,29767
20170269075,2017,this prevalence rate for african-american women makes lupus one of the most common chronic diseases of this population.,chronic diseases,52703
8051074,2011,"in order to resolve the aforementioned problems, ‘restrictive personal identification and authentication system’ according to article 44(5)(bulletin board users' personal identification) of the korean law for promoting use of information and communication networks and protecting personal information online has become effective since jul.",personal information,5559
10445382,2019,an additional drawback with these existing systems is that they fail to provide desirable privacy protection for all participants in the system.,privacy protect,19043
10147153,2018,a supervision and penalty system for expressway emergency lane occupancy includes a mobile-terminal citizen real-name reporting client and a central computer.,citizen ,15730
10417552,2019,"the method is preferably performed automatically, that is substantially without human involvement, except optionally for initiation by the user (e.g. by turning the computer on) and the actions performed by the user in the virtual environment.",human involvement,18746
7747392,2010,"r. holford, a. windemuth, and g. ruano, “personalizing public health”, personalized medicine, 2(3), 2005].",public health,4013
8963914,2015,this may be difficult because the information may describe something that is difficult for the worker to observe (such a living being's perceived symptoms feelings of symptoms).,living being,10340
20200342359,2020,poor survival and treatment failure can largely be attributed to tumor invasion and intratumoral heterogeneity.,moral ,59768
10699226,2020,"according to an aspect, the encoded governing activity information is generated by encoding governing activity information, the received governing activity information being encoded by at least one of the processing unit of the governance management server, at least one governing agent device, and at least one principal device.",governance ,21070
